sex,age_start,age_end,wealth_quintile,value,vehicle_name
Female,0,5,1,121.16831110599304,rice
Female,0,5,2,116.0950563088316,rice
Female,0,5,3,110.75229337145392,rice
Female,0,5,4,108.60328232468807,rice
Female,0,5,5,95.14176478474086,rice
Female,5,15,1,120.98950987165837,rice
Female,5,15,2,117.44846614065727,rice
Female,5,15,3,112.52574162032957,rice
Female,5,15,4,111.51744713528912,rice
Female,5,15,5,98.61384074545167,rice
Female,15,30,1,119.4477944485419,rice
Female,15,30,2,118.5920257415258,rice
Female,15,30,3,115.17390482520351,rice
Female,15,30,4,112.8406943975429,rice
Female,15,30,5,104.458983539472,rice
Female,30,50,1,123.9746706555581,rice
Female,30,50,2,122.46459254402862,rice
Female,30,50,3,119.43494051528492,rice
Female,30,50,4,118.59220053456619,rice
Female,30,50,5,105.40582428270442,rice
Female,50,125,1,128.02415344928625,rice
Female,50,125,2,126.92159141961736,rice
Female,50,125,3,124.48674598736983,rice
Female,50,125,4,117.84401531802258,rice
Female,50,125,5,105.71152946864846,rice
Male,0,5,1,123.18242961232704,rice
Male,0,5,2,116.98943416543429,rice
Male,0,5,3,108.31300347573054,rice
Male,0,5,4,105.57315354294914,rice
Male,0,5,5,93.94129719563857,rice
Male,5,15,1,121.44396599901117,rice
Male,5,15,2,117.95807849291938,rice
Male,5,15,3,114.65144093280345,rice
Male,5,15,4,111.85258659502115,rice
Male,5,15,5,100.08638816185493,rice
Male,15,30,1,120.88365021132263,rice
Male,15,30,2,121.77868200687347,rice
Male,15,30,3,118.51023529330367,rice
Male,15,30,4,117.00397026303945,rice
Male,15,30,5,106.31250050614807,rice
Male,30,50,1,124.46815120112585,rice
Male,30,50,2,122.00674936653587,rice
Male,30,50,3,117.7523048328935,rice
Male,30,50,4,118.72077722544942,rice
Male,30,50,5,105.26385622965728,rice
Male,50,125,1,127.0978006168045,rice
Male,50,125,2,123.92546046464396,rice
Male,50,125,3,121.72609145471189,rice
Male,50,125,4,118.35441608721898,rice
Male,50,125,5,107.69300937459856,rice
