sex,age_start,age_end,wealth_quintile,value,vehicle_name
female,0.0,5.0,lowest,0.7506346862696124,rice
female,0.0,5.0,second,0.765040251473535,rice
female,0.0,5.0,middle,0.7582128379544479,rice
female,0.0,5.0,fourth,0.7267238582180227,rice
female,0.0,5.0,highest,0.6481059638276571,rice
female,5.0,15.0,lowest,0.8095062185527164,rice
female,5.0,15.0,second,0.8065534230327012,rice
female,5.0,15.0,middle,0.7870830410147317,rice
female,5.0,15.0,fourth,0.7510674595861042,rice
female,5.0,15.0,highest,0.6598880633474913,rice
female,15.0,30.0,lowest,0.7656271855184716,rice
female,15.0,30.0,second,0.7831889475223774,rice
female,15.0,30.0,middle,0.7613757145034685,rice
female,15.0,30.0,fourth,0.7335721320823283,rice
female,15.0,30.0,highest,0.6559237929408156,rice
female,30.0,50.0,lowest,0.7873394837493738,rice
female,30.0,50.0,second,0.7930475342668737,rice
female,30.0,50.0,middle,0.7718994897368563,rice
female,30.0,50.0,fourth,0.7366570495403575,rice
female,30.0,50.0,highest,0.6448408464881171,rice
female,50.0,100.0,lowest,0.8013207297240365,rice
female,50.0,100.0,second,0.7995687218240399,rice
female,50.0,100.0,middle,0.7753484048140382,rice
female,50.0,100.0,fourth,0.7344955881705066,rice
female,50.0,100.0,highest,0.6395622874705458,rice
male,0.0,5.0,lowest,0.7559983631423767,rice
male,0.0,5.0,second,0.7728253801934031,rice
male,0.0,5.0,middle,0.753041249612316,rice
male,0.0,5.0,fourth,0.7275502805581395,rice
male,0.0,5.0,highest,0.6459198562561927,rice
male,5.0,15.0,lowest,0.8111110954915252,rice
male,5.0,15.0,second,0.8075760955525572,rice
male,5.0,15.0,middle,0.7824497553746008,rice
male,5.0,15.0,fourth,0.751292485565769,rice
male,5.0,15.0,highest,0.6558844061902416,rice
male,15.0,30.0,lowest,0.7837747973276084,rice
male,15.0,30.0,second,0.7845809625906568,rice
male,15.0,30.0,middle,0.7594870963864389,rice
male,15.0,30.0,fourth,0.7362848905893797,rice
male,15.0,30.0,highest,0.6538281450676049,rice
male,30.0,50.0,lowest,0.7770988812637277,rice
male,30.0,50.0,second,0.7838439080941648,rice
male,30.0,50.0,middle,0.7587716555439041,rice
male,30.0,50.0,fourth,0.7322899593447119,rice
male,30.0,50.0,highest,0.6436822423487687,rice
male,50.0,100.0,lowest,0.7951203645558077,rice
male,50.0,100.0,second,0.7920937422749122,rice
male,50.0,100.0,middle,0.769059761899684,rice
male,50.0,100.0,fourth,0.7312880623891208,rice
male,50.0,100.0,highest,0.6389919467431739,rice
